plant_type,infection_short_name,infection_full_name,severity_level,visible_symptoms,treatment_description,biological_control,chemical_control,prevention_steps
Lettuce,Gray Mold,Gray Mold / Botrytis Blight (Botrytis cinerea),High,Necrotic lesions on petals and stems under high humidity,On Lettuce: Sanitize debris and adjust irrigation timing to morning only,Biologicals rotated to reduce chemical reliance,Target flower and fruit zones; respect resistance guidelines,Heat + vent pulses to break humidity spikes
Pepper,Gray Mold,Gray Mold / Botrytis Blight (Botrytis cinerea),High,"Gray fuzzy sporulation on flowers, fruit, and wounded tissue",On Pepper: Sanitize debris and adjust irrigation timing to morning only,Biologicals rotated to reduce chemical reliance,Rotate FRAC-coded greenhouse Botrytis fungicides carefully,Harvest promptly; remove aborted fruit and petals daily
Potato,Gray Mold,Gray Mold / Botrytis Blight (Botrytis cinerea),High,Soft blossom blight and fruit rot with ash-gray mycelium,On Potato: Remove dead flowers and infected fruit; increase ventilation immediately,Trichoderma and Bacillus biofungicides preventively on flowers,Target flower and fruit zones; respect resistance guidelines,Heat + vent pulses to break humidity spikes
Strawberry,Gray Mold,Gray Mold / Botrytis Blight (Botrytis cinerea),Medium,Soft blossom blight and fruit rot with ash-gray mycelium,On Strawberry: Sanitize debris and adjust irrigation timing to morning only,Antagonist sprays on senescent tissue hotspots,Rotate FRAC-coded greenhouse Botrytis fungicides carefully,Harvest promptly; remove aborted fruit and petals daily
Tomato,Gray Mold,Gray Mold / Botrytis Blight (Botrytis cinerea),Low,"Gray fuzzy sporulation on flowers, fruit, and wounded tissue",On Tomato: Sanitize debris and adjust irrigation timing to morning only,Biologicals rotated to reduce chemical reliance,Target flower and fruit zones; respect resistance guidelines,Harvest promptly; remove aborted fruit and petals daily
Cucumber,Heat Stress,Environmental Heat / VPD Stress Disorder,High,"Leaf cupping, blossom drop, and sunscald under high temperature",On Cucumber: Run fog/pad cooling if available; avoid midday heavy sprays,Keep biological spray programs off peak heat hours,No fungicide required; avoid phytotoxic sprays in heat,Shade cloth schedules; adequate air exchange
Lettuce,Heat Stress,Environmental Heat / VPD Stress Disorder,Low,Bleached fruit shoulders and stalled growth,On Lettuce: Increase shading/ventilation; lower daytime setpoints; pulse irrigation,Keep biological spray programs off peak heat hours,No fungicide required; avoid phytotoxic sprays in heat,Maintain root moisture without waterlogging
Pepper,Heat Stress,Environmental Heat / VPD Stress Disorder,Medium,Wilting at peak day heat with recovery at night,On Pepper: Adjust VPD targets and protect fruit from direct hot radiation,Keep biological spray programs off peak heat hours,Do not apply oils/sulfur under high temperature,Monitor canopy temperature; stage harvests for cooler hours
Potato,Heat Stress,Environmental Heat / VPD Stress Disorder,Medium,"Leaf cupping, blossom drop, and sunscald under high temperature",On Potato: Adjust VPD targets and protect fruit from direct hot radiation,Supportive biostimulants only if labeled for stress mitigation,No fungicide required; avoid phytotoxic sprays in heat,Shade cloth schedules; adequate air exchange
Strawberry,Heat Stress,Environmental Heat / VPD Stress Disorder,Low,Wilting at peak day heat with recovery at night,On Strawberry: Run fog/pad cooling if available; avoid midday heavy sprays,Supportive biostimulants only if labeled for stress mitigation,Anti-stress foliar nutrients only when label-safe,Maintain root moisture without waterlogging
Tomato,Heat Stress,Environmental Heat / VPD Stress Disorder,Medium,Wilting at peak day heat with recovery at night,On Tomato: Adjust VPD targets and protect fruit from direct hot radiation,No pathogen biological needed; maintain root-zone microbial health,Do not apply oils/sulfur under high temperature,Shade cloth schedules; adequate air exchange
Potato,Late Blight,Late Blight (Phytophthora infestans),Critical,"Dark necrotic blotches expanding quickly under cool, wet greenhouse conditions","On Potato: Stop leaf wetness, quarantine bays, and follow extension late-blight alerts",Copper-alternative biofungicides labeled for Phytophthora where available,Follow local PHI and resistance-management rules strictly,Certified clean transplants; eliminate cull piles and volunteer hosts
Tomato,Late Blight,Late Blight (Phytophthora infestans),Critical,Water-soaked lesions turning brown/black with white sporulation on leaf undersides,"On Tomato: Cull symptomatic plants, sanitize zones, and apply protectant + systemic rotation",Copper-alternative biofungicides labeled for Phytophthora where available,Rotate FRAC groups; include labeled systemics when risk is extreme,Keep canopy dry; run fans after irrigation; avoid dense plantings
Cucumber,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),High,Numerous leaf lesions coalescing into blighted areas,On Cucumber: Sanitize debris and avoid wetting foliage during irrigation,Copper-alternative biologicals on a preventive schedule,Rotate multi-site and single-site actives carefully,Space plants for rapid drying; scout weekly
Lettuce,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),Low,Small circular spots with dark borders and chlorotic halos,On Lettuce: Remove spotted leaves; apply labeled protectant fungicide,Bacillus subtilis foliar biofungicides,Apply before forecast high-humidity periods,Drip irrigation only; remove lower canopy debris
Pepper,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),High,Speckled foliage; lower leaves yellow and drop prematurely,On Pepper: Remove spotted leaves; apply labeled protectant fungicide,Copper-alternative biologicals on a preventive schedule,Rotate multi-site and single-site actives carefully,Drip irrigation only; remove lower canopy debris
Potato,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),High,Numerous leaf lesions coalescing into blighted areas,On Potato: Increase airflow and begin a preventive leaf-spot spray rotation,Copper-alternative biologicals on a preventive schedule,Apply before forecast high-humidity periods,Space plants for rapid drying; scout weekly
Strawberry,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),Low,Numerous leaf lesions coalescing into blighted areas,On Strawberry: Increase airflow and begin a preventive leaf-spot spray rotation,Copper-alternative biologicals on a preventive schedule,Apply before forecast high-humidity periods,Start clean and avoid working wet plants
Tomato,Leaf Spot,Fungal Leaf Spot (Septoria / Cercospora / Alternaria spp.),High,Speckled foliage; lower leaves yellow and drop prematurely,On Tomato: Remove spotted leaves; apply labeled protectant fungicide,Bacillus subtilis foliar biofungicides,Rotate multi-site and single-site actives carefully,Space plants for rapid drying; scout weekly
Cucumber,Mosaic Virus,Mosaic Virus Complex (TMV / CMV / PepMV-related symptoms),Medium,Chlorotic mosaic patterns and uneven fruit color/quality,On Cucumber: Remove infected plants; control insect vectors; sanitize hands/tools,"No direct antiviral biological; use vector biocontrol (e.g., beneficials vs aphids)",Disinfect tools with appropriate virucidal sanitizers,Control aphids/thrips; remove weed hosts
Lettuce,Mosaic Virus,Mosaic Virus Complex (TMV / CMV / PepMV-related symptoms),Medium,Stunted growth with blistered or fern-leaf foliage,On Lettuce: Remove infected plants; control insect vectors; sanitize hands/tools,Predator/parasitoid programs to lower aphid/thrips pressure,No viricide cures disease; manage vectors with labeled insecticides if required,Control aphids/thrips; remove weed hosts
Pepper,Mosaic Virus,Mosaic Virus Complex (TMV / CMV / PepMV-related symptoms),Critical,Chlorotic mosaic patterns and uneven fruit color/quality,On Pepper: No curative spray — rogue symptomatic plants and reset hygiene,Predator/parasitoid programs to lower aphid/thrips pressure,Avoid tobacco products near tomato operations (TMV risk),Virus-free transplants; insect screens; worker hygiene
Potato,Mosaic Virus,Mosaic Virus Complex (TMV / CMV / PepMV-related symptoms),High,Stunted growth with blistered or fern-leaf foliage,On Potato: Remove infected plants; control insect vectors; sanitize hands/tools,Plant health biologicals only as supportive measures,No viricide cures disease; manage vectors with labeled insecticides if required,Control aphids/thrips; remove weed hosts
Strawberry,Mosaic Virus,Mosaic Virus Complex (TMV / CMV / PepMV-related symptoms),Medium,Mottled light/dark green mosaic on leaves; leaf distortion,On Strawberry: Quarantine new plants; replace severely affected blocks,Plant health biologicals only as supportive measures,No viricide cures disease; manage vectors with labeled insecticides if required,Do not touch healthy plants after handling symptomatic ones
Tomato,Mosaic Virus,Mosaic Virus Complex (TMV / CMV / PepMV-related symptoms),Medium,Stunted growth with blistered or fern-leaf foliage,On Tomato: No curative spray — rogue symptomatic plants and reset hygiene,Predator/parasitoid programs to lower aphid/thrips pressure,No viricide cures disease; manage vectors with labeled insecticides if required,Do not touch healthy plants after handling symptomatic ones
Cucumber,Nutrient Deficiency,Environmental Nutrient Disorder (N / K / Ca / Mg imbalance),High,"Tip burn, blossom-end issues, or pale older leaves from imbalance",On Cucumber: Flush salts if EC is high; adjust Ca/K balance for fruiting crops,Beneficial root microbes to improve nutrient uptake efficiency,Avoid excess single-salt dumping that causes antagonism,Calibrate injectors weekly; tissue-test when symptoms appear
Lettuce,Nutrient Deficiency,Environmental Nutrient Disorder (N / K / Ca / Mg imbalance),High,Interveinal chlorosis or marginal leaf burn without pathogen signs,On Lettuce: Correct fertigation recipe; verify EC/pH; apply targeted nutrient correction,Beneficial root microbes to improve nutrient uptake efficiency,Not a pathogen — use soluble fertilizers / chelates as labeled,Match recipe to crop (Tomato vs Lettuce differ strongly)
Pepper,Nutrient Deficiency,Environmental Nutrient Disorder (N / K / Ca / Mg imbalance),High,"Tip burn, blossom-end issues, or pale older leaves from imbalance",On Pepper: Flush salts if EC is high; adjust Ca/K balance for fruiting crops,"Compost teas only as supplements, not replacements for minerals",Not a pathogen — use soluble fertilizers / chelates as labeled,Calibrate injectors weekly; tissue-test when symptoms appear
Potato,Nutrient Deficiency,Environmental Nutrient Disorder (N / K / Ca / Mg imbalance),Low,Interveinal chlorosis or marginal leaf burn without pathogen signs,On Potato: Recalibrate dosing pumps and monitor leaf tissue response,"Compost teas only as supplements, not replacements for minerals",Not a pathogen — use soluble fertilizers / chelates as labeled,Match recipe to crop (Tomato vs Lettuce differ strongly)
Strawberry,Nutrient Deficiency,Environmental Nutrient Disorder (N / K / Ca / Mg imbalance),Low,Uniform yellowing or purpling linked to fertigation error,On Strawberry: Correct fertigation recipe; verify EC/pH; apply targeted nutrient correction,"Compost teas only as supplements, not replacements for minerals",Not a pathogen — use soluble fertilizers / chelates as labeled,Match recipe to crop (Tomato vs Lettuce differ strongly)
Tomato,Nutrient Deficiency,Environmental Nutrient Disorder (N / K / Ca / Mg imbalance),Low,"Tip burn, blossom-end issues, or pale older leaves from imbalance",On Tomato: Correct fertigation recipe; verify EC/pH; apply targeted nutrient correction,"Compost teas only as supplements, not replacements for minerals",Not a pathogen — use soluble fertilizers / chelates as labeled,Match recipe to crop (Tomato vs Lettuce differ strongly)
Cucumber,Powdery Mildew,Powdery Mildew (Oidium / Podosphaera spp.),Medium,Sparse white mycelium on leaves progressing to chlorosis and defoliation,On Cucumber: Remove heavily infected tissue and spray labeled mildew protectant during cool hours,Trichoderma-based protectants on foliage where crop label allows,Rotate sulfur or myclobutanil-group products by FRAC code; observe PHI,Keep canopy thin and ventilate after irrigation or fog events
